branch	parent	child	child_is_tip	branch_length	site	nt_distance	is_multi_hit
18	36	Phyllostomus_hastatus	1	11.2	852	0	0
19	36	Phyllostomus_discolor	1	11.2	852	0	0
20	34	Desmodus_rotundus	1	27.7622	852	0	0
21	47	63	0	5.51643	852	0	0
22	63	Molossus_molossus	1	45.7977	852	0	0
23	63	48	0	0	852	0	0
24	48	56	0	17.0412	852	0	0
25	56	57	0	10.5153	852	0	0
26	57	51	0	6.8221	852	0	0
27	51	33	0	0.83774	852	0	0
28	33	Myotis_brandtii	1	10.5814	852	0	0
29	33	Myotis_yumanensis	1	10.5814	852	0	0
30	51	Myotis_lucifugus	1	11.4192	852	0	0
31	57	49	0	4.99638	852	0	0
32	49	Myotis_davidii	1	13.2449	852	0	0
33	49	50	0	0.1449	852	0	0
34	50	Myotis_daubentonii	1	13.1	852	0	0
35	50	Myotis_myotis	1	13.1	852	0	0
36	56	60	0	2.9687	852	0	0
37	60	Pipistrellus_kuhlii	1	25.7878	852	0	0
38	60	Eptesicus_fuscus	1	25.7878	852	0	0
39	48	Miniopterus_natalensis	1	45.7977	852	0	0
0	INTERNAL	13	0	37.3318	853	0	0
1	13	14	0	12.7335	853	0	0
2	14	Pteropus_alecto	1	11.9346	853	0	0
3	14	Pteropus_vampyrus	1	11.9346	853	0	0
4	13	Rousettus_aegyptiacus	1	24.6682	853	0	0
5	INTERNAL	68	0	7	853	0	0
6	68	25	0	45.2	853	0	0
7	25	Saccopteryx_leptura	1	9.8	853	0	0
8	25	Saccopteryx_bilineata	1	9.8	853	0	0
9	68	47	0	3.68585	853	0	0
10	47	43	0	13.8141	853	0	0
11	43	Pteronotus_mesoamericanus	1	37.5	853	0	0
12	43	34	0	9.73776	853	0	0
13	34	35	0	3.30694	853	0	0
14	35	37	0	6.6721	853	0	0
15	37	Sturnira_hondurensis	1	17.7832	853	0	0
16	37	Artibeus_jamaicensis	1	17.7832	853	0	0
17	35	36	0	13.2553	853	1	0
18	36	Phyllostomus_hastatus	1	11.2	853	0	0
19	36	Phyllostomus_discolor	1	11.2	853	0	0
20	34	Desmodus_rotundus	1	27.7622	853	0	0
21	47	63	0	5.51643	853	0	0
22	63	Molossus_molossus	1	45.7977	853	0	0
23	63	48	0	0	853	0	0
24	48	56	0	17.0412	853	1	0
25	56	57	0	10.5153	853	0	0
26	57	51	0	6.8221	853	0	0
27	51	33	0	0.83774	853	0	0
28	33	Myotis_brandtii	1	10.5814	853	0	0
29	33	Myotis_yumanensis	1	10.5814	853	0	0
30	51	Myotis_lucifugus	1	11.4192	853	0	0
31	57	49	0	4.99638	853	0	0
32	49	Myotis_davidii	1	13.2449	853	0	0
33	49	50	0	0.1449	853	0	0
34	50	Myotis_daubentonii	1	13.1	853	0	0
35	50	Myotis_myotis	1	13.1	853	0	0
36	56	60	0	2.9687	853	0	0
37	60	Pipistrellus_kuhlii	1	25.7878	853	0	0
38	60	Eptesicus_fuscus	1	25.7878	853	0	0
39	48	Miniopterus_natalensis	1	45.7977	853	0	0
0	INTERNAL	13	0	37.3318	854	1	0
1	13	14	0	12.7335	854	0	0
2	14	Pteropus_alecto	1	11.9346	854	0	0
3	14	Pteropus_vampyrus	1	11.9346	854	0	0
4	13	Rousettus_aegyptiacus	1	24.6682	854	0	0
5	INTERNAL	68	0	7	854	0	0
6	68	25	0	45.2	854	0	0
7	25	Saccopteryx_leptura	1	9.8	854	0	0
8	25	Saccopteryx_bilineata	1	9.8	854	0	0
9	68	47	0	3.68585	854	0	0
10	47	43	0	13.8141	854	1	0
11	43	Pteronotus_mesoamericanus	1	37.5	854	0	0
12	43	34	0	9.73776	854	0	0
13	34	35	0	3.30694	854	0	0
14	35	37	0	6.6721	854	0	0
15	37	Sturnira_hondurensis	1	17.7832	854	0	0
16	37	Artibeus_jamaicensis	1	17.7832	854	0	0
17	35	36	0	13.2553	854	0	0
18	36	Phyllostomus_hastatus	1	11.2	854	0	0
19	36	Phyllostomus_discolor	1	11.2	854	0	0
20	34	Desmodus_rotundus	1	27.7622	854	0	0
21	47	63	0	5.51643	854	0	0
22	63	Molossus_molossus	1	45.7977	854	1	0
23	63	48	0	0	854	0	0
24	48	56	0	17.0412	854	0	0
25	56	57	0	10.5153	854	0	0
26	57	51	0	6.8221	854	0	0
27	51	33	0	0.83774	854	0	0
28	33	Myotis_brandtii	1	10.5814	854	0	0
29	33	Myotis_yumanensis	1	10.5814	854	0	0
30	51	Myotis_lucifugus	1	11.4192	854	0	0
31	57	49	0	4.99638	854	0	0
32	49	Myotis_davidii	1	13.2449	854	0	0
33	49	50	0	0.1449	854	0	0
34	50	Myotis_daubentonii	1	13.1	854	1	0
35	50	Myotis_myotis	1	13.1	854	0	0
36	56	60	0	2.9687	854	0	0
37	60	Pipistrellus_kuhlii	1	25.7878	854	1	0
38	60	Eptesicus_fuscus	1	25.7878	854	0	0
39	48	Miniopterus_natalensis	1	45.7977	854	0	0
0	INTERNAL	13	0	37.3318	855	0	0
1	13	14	0	12.7335	855	0	0
2	14	Pteropus_alecto	1	11.9346	855	0	0
3	14	Pteropus_vampyrus	1	11.9346	855	0	0
4	13	Rousettus_aegyptiacus	1	24.6682	855	0	0
5	INTERNAL	68	0	7	855	0	0
6	68	25	0	45.2	855	0	0
7	25	Saccopteryx_leptura	1	9.8	855	0	0
8	25	Saccopteryx_bilineata	1	9.8	855	0	0
9	68	47	0	3.68585	855	0	0
10	47	43	0	13.8141	855	0	0
11	43	Pteronotus_mesoamericanus	1	37.5	855	0	0
12	43	34	0	9.73776	855	0	0
13	34	35	0	3.30694	855	0	0
14	35	37	0	6.6721	855	0	0
15	37	Sturnira_hondurensis	1	17.7832	855	0	0
16	37	Artibeus_jamaicensis	1	17.7832	855	0	0
17	35	36	0	13.2553	855	0	0
18	36	Phyllostomus_hastatus	1	11.2	855	0	0
19	36	Phyllostomus_discolor	1	11.2	855	0	0
20	34	Desmodus_rotundus	1	27.7622	855	0	0
21	47	63	0	5.51643	855	0	0
22	63	Molossus_molossus	1	45.7977	855	0	0
23	63	48	0	0	855	1	0
24	48	56	0	17.0412	855	1	0
25	56	57	0	10.5153	855	0	0
26	57	51	0	6.8221	855	0	0
27	51	33	0	0.83774	855	0	0
28	33	Myotis_brandtii	1	10.5814	855	0	0
29	33	Myotis_yumanensis	1	10.5814	855	0	0
30	51	Myotis_lucifugus	1	11.4192	855	0	0
31	57	49	0	4.99638	855	0	0
32	49	Myotis_davidii	1	13.2449	855	0	0
33	49	50	0	0.1449	855	0	0
34	50	Myotis_daubentonii	1	13.1	855	0	0
35	50	Myotis_myotis	1	13.1	855	0	0
36	56	60	0	2.9687	855	0	0
37	60	Pipistrellus_kuhlii	1	25.7878	855	0	0
38	60	Eptesicus_fuscus	1	25.7878	855	0	0
39	48	Miniopterus_natalensis	1	45.7977	855	0	0
0	INTERNAL	13	0	37.3318	856	0	0
1	13	14	0	12.7335	856	0	0
2	14	Pteropus_alecto	1	11.9346	856	0	0
3	14	Pteropus_vampyrus	1	11.9346	856	0	0
4	13	Rousettus_aegyptiacus	1	24.6682	856	0	0
5	INTERNAL	68	0	7	856	0	0
6	68	25	0	45.2	856	0	0
7	25	Saccopteryx_leptura	1	9.8	856	0	0
8	25	Saccopteryx_bilineata	1	9.8	856	0	0
9	68	47	0	3.68585	856	1	0
10	47	43	0	13.8141	856	0	0
11	43	Pteronotus_mesoamericanus	1	37.5	856	0	0
12	43	34	0	9.73776	856	0	0
13	34	35	0	3.30694	856	0	0
14	35	37	0	6.6721	856	0	0
15	37	Sturnira_hondurensis	1	17.7832	856	1	0
16	37	Artibeus_jamaicensis	1	17.7832	856	0	0
17	35	36	0	13.2553	856	0	0
18	36	Phyllostomus_hastatus	1	11.2	856	0	0
19	36	Phyllostomus_discolor	1	11.2	856	0	0
20	34	Desmodus_rotundus	1	27.7622	856	0	0
21	47	63	0	5.51643	856	0	0
22	63	Molossus_molossus	1	45.7977	856	0	0
23	63	48	0	0	856	0	0
24	48	56	0	17.0412	856	0	0
25	56	57	0	10.5153	856	0	0
26	57	51	0	6.8221	856	0	0
27	51	33	0	0.83774	856	0	0
28	33	Myotis_brandtii	1	10.5814	856	0	0
29	33	Myotis_yumanensis	1	10.5814	856	0	0
30	51	Myotis_lucifugus	1	11.4192	856	0	0
31	57	49	0	4.99638	856	0	0
32	49	Myotis_davidii	1	13.2449	856	1	0
33	49	50	0	0.1449	856	0	0
34	50	Myotis_daubentonii	1	13.1	856	0	0
35	50	Myotis_myotis	1	13.1	856	0	0
36	56	60	0	2.9687	856	0	0
37	60	Pipistrellus_kuhlii	1	25.7878	856	1	0
38	60	Eptesicus_fuscus	1	25.7878	856	0	0
39	48	Miniopterus_natalensis	1	45.7977	856	0	0
0	INTERNAL	13	0	37.3318	857	0	0
1	13	14	0	12.7335	857	0	0
2	14	Pteropus_alecto	1	11.9346	857	0	0
3	14	Pteropus_vampyrus	1	11.9346	857	0	0
4	13	Rousettus_aegyptiacus	1	24.6682	857	0	0
5	INTERNAL	68	0	7	857	0	0
6	68	25	0	45.2	857	1	0
7	25	Saccopteryx_leptura	1	9.8	857	0	0
8	25	Saccopteryx_bilineata	1	9.8	857	0	0
9	68	47	0	3.68585	857	0	0
10	47	43	0	13.8141	857	0	0
11	43	Pteronotus_mesoamericanus	1	37.5	857	0	0
12	43	34	0	9.73776	857	0	0
13	34	35	0	3.30694	857	0	0
14	35	37	0	6.6721	857	1	0
15	37	Sturnira_hondurensis	1	17.7832	857	0	0
16	37	Artibeus_jamaicensis	1	17.7832	857	0	0
17	35	36	0	13.2553	857	0	0
18	36	Phyllostomus_hastatus	1	11.2	857	0	0
19	36	Phyllostomus_discolor	1	11.2	857	0	0
20	34	Desmodus_rotundus	1	27.7622	857	0	0
21	47	63	0	5.51643	857	0	0
22	63	Molossus_molossus	1	45.7977	857	0	0
23	63	48	0	0	857	0	0
24	48	56	0	17.0412	857	0	0
25	56	57	0	10.5153	857	0	0
26	57	51	0	6.8221	857	0	0
27	51	33	0	0.83774	857	0	0
28	33	Myotis_brandtii	1	10.5814	857	0	0
29	33	Myotis_yumanensis	1	10.5814	857	0	0
30	51	Myotis_lucifugus	1	11.4192	857	0	0
31	57	49	0	4.99638	857	0	0
32	49	Myotis_davidii	1	13.2449	857	0	0
33	49	50	0	0.1449	857	0	0
34	50	Myotis_daubentonii	1	13.1	857	0	0
35	50	Myotis_myotis	1	13.1	857	0	0
36	56	60	0	2.9687	857	0	0
37	60	Pipistrellus_kuhlii	1	25.7878	857	0	0
38	60	Eptesicus_fuscus	1	25.7878	857	0	0
39	48	Miniopterus_natalensis	1	45.7977	857	0	0
0	INTERNAL	13	0	37.3318	858	0	0
1	13	14	0	12.7335	858	0	0
2	14	Pteropus_alecto	1	11.9346	858	0	0
3	14	Pteropus_vampyrus	1	11.9346	858	0	0
4	13	Rousettus_aegyptiacus	1	24.6682	858	0	0
5	INTERNAL	68	0	7	858	0	0
6	68	25	0	45.2	858	0	0
7	25	Saccopteryx_leptura	1	9.8	858	0	0
8	25	Saccopteryx_bilineata	1	9.8	858	0	0
9	68	47	0	3.68585	858	0	0
10	47	43	0	13.8141	858	0	0
11	43	Pteronotus_mesoamericanus	1	37.5	858	0	0
12	43	34	0	9.73776	858	0	0
13	34	35	0	3.30694	858	0	0
14	35	37	0	6.6721	858	1	0
15	37	Sturnira_hondurensis	1	17.7832	858	0	0
16	37	Artibeus_jamaicensis	1	17.7832	858	0	0
17	35	36	0	13.2553	858	0	0
18	36	Phyllostomus_hastatus	1	11.2	858	0	0
19	36	Phyllostomus_discolor	1	11.2	858	0	0
20	34	Desmodus_rotundus	1	27.7622	858	0	0
21	47	63	0	5.51643	858	0	0
22	63	Molossus_molossus	1	45.7977	858	0	0
23	63	48	0	0	858	0	0
24	48	56	0	17.0412	858	0	0
25	56	57	0	10.5153	858	0	0
26	57	51	0	6.8221	858	0	0
27	51	33	0	0.83774	858	0	0
28	33	Myotis_brandtii	1	10.5814	858	0	0
29	33	Myotis_yumanensis	1	10.5814	858	0	0
30	51	Myotis_lucifugus	1	11.4192	858	0	0
31	57	49	0	4.99638	858	0	0
32	49	Myotis_davidii	1	13.2449	858	0	0
33	49	50	0	0.1449	858	0	0
34	50	Myotis_daubentonii	1	13.1	858	0	0
35	50	Myotis_myotis	1	13.1	858	0	0
36	56	60	0	2.9687	858	0	0
37	60	Pipistrellus_kuhlii	1	25.7878	858	0	0
38	60	Eptesicus_fuscus	1	25.7878	858	0	0
39	48	Miniopterus_natalensis	1	45.7977	858	0	0
0	INTERNAL	13	0	37.3318	859	0	0
1	13	14	0	12.7335	859	0	0
2	14	Pteropus_alecto	1	11.9346	859	0	0
3	14	Pteropus_vampyrus	1	11.9346	859	0	0
4	13	Rousettus_aegyptiacus	1	24.6682	859	0	0
5	INTERNAL	68	0	7	859	0	0
6	68	25	0	45.2	859	0	0
7	25	Saccopteryx_leptura	1	9.8	859	0	0
8	25	Saccopteryx_bilineata	1	9.8	859	0	0
9	68	47	0	3.68585	859	0	0
10	47	43	0	13.8141	859	0	0
11	43	Pteronotus_mesoamericanus	1	37.5	859	0	0
12	43	34	0	9.73776	859	0	0
13	34	35	0	3.30694	859	0	0
14	35	37	0	6.6721	859	0	0
15	37	Sturnira_hondurensis	1	17.7832	859	0	0
16	37	Artibeus_jamaicensis	1	17.7832	859	0	0
17	35	36	0	13.2553	859	0	0
18	36	Phyllostomus_hastatus	1	11.2	859	0	0
19	36	Phyllostomus_discolor	1	11.2	859	0	0
20	34	Desmodus_rotundus	1	27.7622	859	0	0
21	47	63	0	5.51643	859	0	0
22	63	Molossus_molossus	1	45.7977	859	0	0
23	63	48	0	0	859	0	0
24	48	56	0	17.0412	859	0	0
25	56	57	0	10.5153	859	0	0
26	57	51	0	6.8221	859	0	0
27	51	33	0	0.83774	859	0	0
28	33	Myotis_brandtii	1	10.5814	859	0	0
29	33	Myotis_yumanensis	1	10.5814	859	0	0
30	51	Myotis_lucifugus	1	11.4192	859	0	0
31	57	49	0	4.99638	859	0	0
32	49	Myotis_davidii	1	13.2449	859	0	0
33	49	50	0	0.1449	859	0	0
34	50	Myotis_daubentonii	1	13.1	859	0	0
35	50	Myotis_myotis	1	13.1	859	0	0
36	56	60	0	2.9687	859	0	0
37	60	Pipistrellus_kuhlii	1	25.7878	859	0	0
38	60	Eptesicus_fuscus	1	25.7878	859	0	0
39	48	Miniopterus_natalensis	1	45.7977	859	0	0
0	INTERNAL	13	0	37.3318	860	0	0
1	13	14	0	12.7335	860	0	0
2	14	Pteropus_alecto	1	11.9346	860	0	0
3	14	Pteropus_vampyrus	1	11.9346	860	0	0
4	13	Rousettus_aegyptiacus	1	24.6682	860	0	0
5	INTERNAL	68	0	7	860	0	0
6	68	25	0	45.2	860	0	0
7	25	Saccopteryx_leptura	1	9.8	860	0	0
8	25	Saccopteryx_bilineata	1	9.8	860	0	0
9	68	47	0	3.68585	860	0	0
10	47	43	0	13.8141	860	0	0
11	43	Pteronotus_mesoamericanus	1	37.5	860	0	0
12	43	34	0	9.73776	860	0	0
13	34	35	0	3.30694	860	0	0
14	35	37	0	6.6721	860	0	0
15	37	Sturnira_hondurensis	1	17.7832	860	0	0
16	37	Artibeus_jamaicensis	1	17.7832	860	0	0
17	35	36	0	13.2553	860	0	0
18	36	Phyllostomus_hastatus	1	11.2	860	0	0
19	36	Phyllostomus_discolor	1	11.2	860	0	0
20	34	Desmodus_rotundus	1	27.7622	860	0	0
21	47	63	0	5.51643	860	0	0
22	63	Molossus_molossus	1	45.7977	860	0	0
23	63	48	0	0	860	0	0
24	48	56	0	17.0412	860	0	0
25	56	57	0	10.5153	860	0	0
26	57	51	0	6.8221	860	0	0
27	51	33	0	0.83774	860	0	0
28	33	Myotis_brandtii	1	10.5814	860	0	0
29	33	Myotis_yumanensis	1	10.5814	860	0	0
30	51	Myotis_lucifugus	1	11.4192	860	0	0
31	57	49	0	4.99638	860	0	0
32	49	Myotis_davidii	1	13.2449	860	0	0
33	49	50	0	0.1449	860	0	0
34	50	Myotis_daubentonii	1	13.1	860	0	0
35	50	Myotis_myotis	1	13.1	860	0	0
36	56	60	0	2.9687	860	0	0
37	60	Pipistrellus_kuhlii	1	25.7878	860	0	0
38	60	Eptesicus_fuscus	1	25.7878	860	0	0
39	48	Miniopterus_natalensis	1	45.7977	860	0	0
0	INTERNAL	13	0	37.3318	861	0	0
1	13	14	0	12.7335	861	0	0
2	14	Pteropus_alecto	1	11.9346	861	0	0
3	14	Pteropus_vampyrus	1	11.9346	861	0	0
4	13	Rousettus_aegyptiacus	1	24.6682	861	0	0
5	INTERNAL	68	0	7	861	0	0
6	68	25	0	45.2	861	0	0
7	25	Saccopteryx_leptura	1	9.8	861	0	0
8	25	Saccopteryx_bilineata	1	9.8	861	0	0
9	68	47	0	3.68585	861	0	0
10	47	43	0	13.8141	861	0	0
11	43	Pteronotus_mesoamericanus	1	37.5	861	0	0
12	43	34	0	9.73776	861	0	0
13	34	35	0	3.30694	861	0	0
14	35	37	0	6.6721	861	0	0
15	37	Sturnira_hondurensis	1	17.7832	861	0	0
16	37	Artibeus_jamaicensis	1	17.7832	861	0	0
17	35	36	0	13.2553	861	0	0
18	36	Phyllostomus_hastatus	1	11.2	861	0	0
19	36	Phyllostomus_discolor	1	11.2	861	0	0
20	34	Desmodus_rotundus	1	27.7622	861	0	0
21	47	63	0	5.51643	861	0	0
22	63	Molossus_molossus	1	45.7977	861	0	0
23	63	48	0	0	861	0	0
24	48	56	0	17.0412	861	0	0
25	56	57	0	10.5153	861	0	0
26	57	51	0	6.8221	861	0	0
27	51	33	0	0.83774	861	0	0
28	33	Myotis_brandtii	1	10.5814	861	0	0
29	33	Myotis_yumanensis	1	10.5814	861	0	0
30	51	Myotis_lucifugus	1	11.4192	861	0	0
31	57	49	0	4.99638	861	0	0
32	49	Myotis_davidii	1	13.2449	861	0	0
33	49	50	0	0.1449	861	0	0
34	50	Myotis_daubentonii	1	13.1	861	0	0
35	50	Myotis_myotis	1	13.1	861	0	0
36	56	60	0	2.9687	861	0	0
37	60	Pipistrellus_kuhlii	1	25.7878	861	0	0
38	60	Eptesicus_fuscus	1	25.7878	861	0	0
39	48	Miniopterus_natalensis	1	45.7977	861	0	0
0	INTERNAL	13	0	37.3318	862	0	0
1	13	14	0	12.7335	862	0	0
2	14	Pteropus_alecto	1	11.9346	862	0	0
3	14	Pteropus_vampyrus	1	11.9346	862	0	0
4	13	Rousettus_aegyptiacus	1	24.6682	862	0	0
5	INTERNAL	68	0	7	862	0	0
6	68	25	0	45.2	862	0	0
7	25	Saccopteryx_leptura	1	9.8	862	0	0
8	25	Saccopteryx_bilineata	1	9.8	862	0	0
9	68	47	0	3.68585	862	0	0
10	47	43	0	13.8141	862	0	0
11	43	Pteronotus_mesoamericanus	1	37.5	862	0	0
12	43	34	0	9.73776	862	0	0
13	34	35	0	3.30694	862	0	0
14	35	37	0	6.6721	862	0	0
15	37	Sturnira_hondurensis	1	17.7832	862	0	0
16	37	Artibeus_jamaicensis	1	17.7832	862	0	0
17	35	36	0	13.2553	862	0	0
18	36	Phyllostomus_hastatus	1	11.2	862	0	0
19	36	Phyllostomus_discolor	1	11.2	862	0	0
20	34	Desmodus_rotundus	1	27.7622	862	0	0
21	47	63	0	5.51643	862	0	0
22	63	Molossus_molossus	1	45.7977	862	0	0
23	63	48	0	0	862	0	0
24	48	56	0	17.0412	862	0	0
25	56	57	0	10.5153	862	1	0
26	57	51	0	6.8221	862	0	0
27	51	33	0	0.83774	862	0	0
28	33	Myotis_brandtii	1	10.5814	862	0	0
29	33	Myotis_yumanensis	1	10.5814	862	0	0
30	51	Myotis_lucifugus	1	11.4192	862	0	0
31	57	49	0	4.99638	862	0	0
32	49	Myotis_davidii	1	13.2449	862	0	0
33	49	50	0	0.1449	862	0	0
34	50	Myotis_daubentonii	1	13.1	862	0	0
35	50	Myotis_myotis	1	13.1	862	0	0
36	56	60	0	2.9687	862	0	0
37	60	Pipistrellus_kuhlii	1	25.7878	862	0	0
38	60	Eptesicus_fuscus	1	25.7878	862	0	0
39	48	Miniopterus_natalensis	1	45.7977	862	0	0
0	INTERNAL	13	0	37.3318	863	0	0
1	13	14	0	12.7335	863	0	0
2	14	Pteropus_alecto	1	11.9346	863	0	0
3	14	Pteropus_vampyrus	1	11.9346	863	0	0
4	13	Rousettus_aegyptiacus	1	24.6682	863	1	0
5	INTERNAL	68	0	7	863	0	0
6	68	25	0	45.2	863	0	0
7	25	Saccopteryx_leptura	1	9.8	863	0	0
8	25	Saccopteryx_bilineata	1	9.8	863	0	0
9	68	47	0	3.68585	863	0	0
10	47	43	0	13.8141	863	0	0
11	43	Pteronotus_mesoamericanus	1	37.5	863	0	0
12	43	34	0	9.73776	863	0	0
13	34	35	0	3.30694	863	0	0
14	35	37	0	6.6721	863	0	0
15	37	Sturnira_hondurensis	1	17.7832	863	0	0
16	37	Artibeus_jamaicensis	1	17.7832	863	0	0
17	35	36	0	13.2553	863	0	0
18	36	Phyllostomus_hastatus	1	11.2	863	0	0
19	36	Phyllostomus_discolor	1	11.2	863	0	0
20	34	Desmodus_rotundus	1	27.7622	863	1	0
21	47	63	0	5.51643	863	0	0
22	63	Molossus_molossus	1	45.7977	863	0	0
23	63	48	0	0	863	0	0
24	48	56	0	17.0412	863	0	0
25	56	57	0	10.5153	863	0	0
26	57	51	0	6.8221	863	0	0
27	51	33	0	0.83774	863	0	0
28	33	Myotis_brandtii	1	10.5814	863	0	0
29	33	Myotis_yumanensis	1	10.5814	863	0	0
30	51	Myotis_lucifugus	1	11.4192	863	0	0
31	57	49	0	4.99638	863	0	0
32	49	Myotis_davidii	1	13.2449	863	0	0
33	49	50	0	0.1449	863	0	0
34	50	Myotis_daubentonii	1	13.1	863	0	0
35	50	Myotis_myotis	1	13.1	863	0	0
36	56	60	0	2.9687	863	1	0
37	60	Pipistrellus_kuhlii	1	25.7878	863	0	0
38	60	Eptesicus_fuscus	1	25.7878	863	0	0
39	48	Miniopterus_natalensis	1	45.7977	863	0	0
0	INTERNAL	13	0	37.3318	864	1	0
1	13	14	0	12.7335	864	0	0
2	14	Pteropus_alecto	1	11.9346	864	0	0
3	14	Pteropus_vampyrus	1	11.9346	864	0	0
4	13	Rousettus_aegyptiacus	1	24.6682	864	0	0
5	INTERNAL	68	0	7	864	0	0
6	68	25	0	45.2	864	0	0
7	25	Saccopteryx_leptura	1	9.8	864	0	0
8	25	Saccopteryx_bilineata	1	9.8	864	0	0
9	68	47	0	3.68585	864	0	0
10	47	43	0	13.8141	864	0	0
11	43	Pteronotus_mesoamericanus	1	37.5	864	0	0
12	43	34	0	9.73776	864	0	0
13	34	35	0	3.30694	864	0	0
14	35	37	0	6.6721	864	0	0
15	37	Sturnira_hondurensis	1	17.7832	864	0	0
16	37	Artibeus_jamaicensis	1	17.7832	864	0	0
17	35	36	0	13.2553	864	0	0
18	36	Phyllostomus_hastatus	1	11.2	864	0	0
19	36	Phyllostomus_discolor	1	11.2	864	0	0
20	34	Desmodus_rotundus	1	27.7622	864	1	0
21	47	63	0	5.51643	864	0	0
22	63	Molossus_molossus	1	45.7977	864	1	0
23	63	48	0	0	864	1	0
24	48	56	0	17.0412	864	0	0
25	56	57	0	10.5153	864	0	0
26	57	51	0	6.8221	864	0	0
27	51	33	0	0.83774	864	0	0
28	33	Myotis_brandtii	1	10.5814	864	0	0
29	33	Myotis_yumanensis	1	10.5814	864	0	0
30	51	Myotis_lucifugus	1	11.4192	864	0	0
31	57	49	0	4.99638	864	0	0
32	49	Myotis_davidii	1	13.2449	864	0	0
33	49	50	0	0.1449	864	0	0
34	50	Myotis_daubentonii	1	13.1	864	0	0
35	50	Myotis_myotis	1	13.1	864	0	0
36	56	60	0	2.9687	864	0	0
37	60	Pipistrellus_kuhlii	1	25.7878	864	0	0
38	60	Eptesicus_fuscus	1	25.7878	864	0	0
39	48	Miniopterus_natalensis	1	45.7977	864	0	0
0	INTERNAL	13	0	37.3318	865	0	0
1	13	14	0	12.7335	865	0	0
2	14	Pteropus_alecto	1	11.9346	865	0	0
3	14	Pteropus_vampyrus	1	11.9346	865	0	0
4	13	Rousettus_aegyptiacus	1	24.6682	865	0	0
5	INTERNAL	68	0	7	865	0	0
6	68	25	0	45.2	865	0	0
7	25	Saccopteryx_leptura	1	9.8	865	0	0
8	25	Saccopteryx_bilineata	1	9.8	865	0	0
9	68	47	0	3.68585	865	0	0
10	47	43	0	13.8141	865	0	0
11	43	Pteronotus_mesoamericanus	1	37.5	865	0	0
12	43	34	0	9.73776	865	1	0
13	34	35	0	3.30694	865	0	0
14	35	37	0	6.6721	865	0	0
15	37	Sturnira_hondurensis	1	17.7832	865	0	0
16	37	Artibeus_jamaicensis	1	17.7832	865	0	0
17	35	36	0	13.2553	865	0	0
18	36	Phyllostomus_hastatus	1	11.2	865	0	0
19	36	Phyllostomus_discolor	1	11.2	865	0	0
20	34	Desmodus_rotundus	1	27.7622	865	0	0
21	47	63	0	5.51643	865	0	0
22	63	Molossus_molossus	1	45.7977	865	0	0
23	63	48	0	0	865	0	0
24	48	56	0	17.0412	865	0	0
25	56	57	0	10.5153	865	0	0
26	57	51	0	6.8221	865	0	0
27	51	33	0	0.83774	865	0	0
28	33	Myotis_brandtii	1	10.5814	865	0	0
29	33	Myotis_yumanensis	1	10.5814	865	0	0
30	51	Myotis_lucifugus	1	11.4192	865	0	0
31	57	49	0	4.99638	865	0	0
32	49	Myotis_davidii	1	13.2449	865	0	0
33	49	50	0	0.1449	865	0	0
34	50	Myotis_daubentonii	1	13.1	865	0	0
35	50	Myotis_myotis	1	13.1	865	0	0
36	56	60	0	2.9687	865	0	0
37	60	Pipistrellus_kuhlii	1	25.7878	865	0	0
38	60	Eptesicus_fuscus	1	25.7878	865	0	0
39	48	Miniopterus_natalensis	1	45.7977	865	0	0
0	INTERNAL	13	0	37.3318	866	0	0
1	13	14	0	12.7335	866	0	0
2	14	Pteropus_alecto	1	11.9346	866	0	0
3	14	Pteropus_vampyrus	1	11.9346	866	0	0
4	13	Rousettus_aegyptiacus	1	24.6682	866	0	0
5	INTERNAL	68	0	7	866	0	0
6	68	25	0	45.2	866	1	0
7	25	Saccopteryx_leptura	1	9.8	866	0	0
8	25	Saccopteryx_bilineata	1	9.8	866	0	0
9	68	47	0	3.68585	866	0	0
10	47	43	0	13.8141	866	0	0
11	43	Pteronotus_mesoamericanus	1	37.5	866	0	0
12	43	34	0	9.73776	866	0	0
13	34	35	0	3.30694	866	0	0
14	35	37	0	6.6721	866	0	0
15	37	Sturnira_hondurensis	1	17.7832	866	0	0
16	37	Artibeus_jamaicensis	1	17.7832	866	1	0
17	35	36	0	13.2553	866	0	0
18	36	Phyllostomus_hastatus	1	11.2	866	0	0
19	36	Phyllostomus_discolor	1	11.2	866	0	0
20	34	Desmodus_rotundus	1	27.7622	866	0	0
21	47	63	0	5.51643	866	1	0
22	63	Molossus_molossus	1	45.7977	866	1	0
23	63	48	0	0	866	0	0
24	48	56	0	17.0412	866	0	0
25	56	57	0	10.5153	866	0	0
26	57	51	0	6.8221	866	0	0
27	51	33	0	0.83774	866	0	0
28	33	Myotis_brandtii	1	10.5814	866	0	0
29	33	Myotis_yumanensis	1	10.5814	866	0	0
30	51	Myotis_lucifugus	1	11.4192	866	0	0
31	57	49	0	4.99638	866	0	0
32	49	Myotis_davidii	1	13.2449	866	0	0
33	49	50	0	0.1449	866	0	0
34	50	Myotis_daubentonii	1	13.1	866	0	0
35	50	Myotis_myotis	1	13.1	866	0	0
36	56	60	0	2.9687	866	0	0
37	60	Pipistrellus_kuhlii	1	25.7878	866	0	0
38	60	Eptesicus_fuscus	1	25.7878	866	0	0
39	48	Miniopterus_natalensis	1	45.7977	866	0	0
